source_file,model,prompt_raw,prompt_key,input_tokens,output_tokens,quality,feedback,row_ok,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,prompt_complexity_score,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt
dataset1_features.csv,Groq-llama-3.3-70b-versatile,18. Explan NLP in simphsele termms,explan nlp in simphsele termms,54,257,Bad,"The prompt is unclear and contains typos, wasting tokens on incorrect spellings instead of providing a clear and concise request for information on NLP.",True,34,6,1,2,6,4.67,0,0.068,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,19. How do transformshrers work?,how do transformshrers work?,50,486,Bad,"The prompt is unclear and contains a likely typo, wasting tokens on an undefined term ""transformshrers"" that needs clarification or correction.",True,32,5,1,2,5,5.2,0,0.214,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,20. What is a nuresehral netwrok realy?,what is a nuresehral netwrok realy?,57,300,Bad,"The prompt is unclear and contains typos, wasting tokens on incorrect spelling of ""neural network"" and requiring additional processing to understand the intended question.",True,39,7,1,2,7,4.43,0,0.078,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,21. rEqUeSt: PLease TEll mE aBouT dAtA sCieNce,request: please tell me about data science,67,473,Bad,"The prompt is unclear and burns tokens on unnecessary capitalization and punctuation variations, lacking specificity about what aspect of data science is being requested.",True,46,8,1,2,8,4.62,0,0.092,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,22. ~~~URGENT~~~ explain machine learning algorithms NOW!!!,~~~urgent~~~ explain machine learning algorithms now!!!,56,606,Bad,"The prompt is overly dramatic and burns tokens on unnecessary emphasis, lacking specificity on which machine learning algorithms to explain.",True,59,7,1,2,7,6.14,0,0.268,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,23. [PRIORITY_HIGH] :: give me a detailed breakdown of neural networks,[priority_high] :: give me a detailed breakdown of neural networks,57,1019,Bad,"The prompt is overly broad and burns tokens on unnecessary priority labels and formatting, lacking specificity on what aspect of neural networks is desired.",True,70,11,1,2,11,4.91,1,0.14,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,24. please... can you... tell me... about... NLP?,please... can you... tell me... about... nlp?,56,674,Bad,"The prompt is overly verbose and burns tokens on unnecessary filler words like ""please"" and ""can you"", making it inefficient.",True,49,8,1,6,8,3.5,0,0.098,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,25. ????????????????????? what is deep learning ?????????????????????,????????????????????? what is deep learning ?????????????????????,51,526,Bad,"The prompt is overly long and burns tokens on unnecessary filler, making it inefficient and unclear despite asking a straightforward question about deep learning.",True,69,5,1,2,5,4.0,0,0.138,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,26. *****BOLD REQUEST***** explain artificial intelligence,*****bold request***** explain artificial intelligence,51,667,Bad,"The prompt is overly vague and burns tokens on unnecessary formatting and filler words, lacking specificity on what aspect of artificial intelligence to explain.",True,58,6,1,2,6,7.0,0,0.366,False,False,True,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,27. >>>>>>>> NESTED PROMPT >>>>> Tell me about LLMs,>>>>>>>> nested prompt >>>>> tell me about llms,59,642,Bad,"The prompt is overly long and burns tokens on unnecessary filler, such as the ""27. >>>>>>>> NESTED PROMPT >>>>>"" prefix, which does not add clarity or context to the request.",True,51,7,1,2,7,4.14,0,0.102,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,28. ...........................................................................................tell me about AI,...........................................................................................tell me about ai,50,512,Bad,"The prompt is overly vague and burns tokens on unnecessary filler, lacking specific context or details about what aspect of AI is being inquired about.",True,111,5,1,2,5,3.0,0,0.222,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,29. !!!!!!!!!!!!!! EXPLAIN PYTHON !!!!!!!!!!!!!!!,!!!!!!!!!!!!!! explain python !!!!!!!!!!!!!!!,53,817,Bad,"The prompt is overly long and burns tokens on unnecessary punctuation and capitalization, making it unclear what specific aspect of Python needs explanation.",True,49,3,1,2,3,5.0,0,0.248,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,30. @@@@@@@@@@@ what is machine learning @@@@@@@@@@@,@@@@@@@@@@@ what is machine learning @@@@@@@@@@@,55,617,Bad,"The prompt is overly long and burns tokens on unnecessary filler/context, specifically the repetitive ""@"" characters, which do not add clarity to the question about machine learning.",True,52,5,1,2,5,4.6,0,0.104,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,31. You are a Python expert. Explain list comprehensions in detail.,you are a python expert. explain list comprehensions in detail.,56,913,Average,"The prompt is understandable but lacks specificity, potentially leading to a longer response than necessary to cover all aspects of list comprehensions in Python.",True,67,11,1,3,11,4.91,0,0.284,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,32. Act as a data scientist. Walk me through the process of building a predictive model.,act as a data scientist. walk me through the process of building a predictive model.,60,942,Average,"The prompt is understandable but lacks specificity about the type of predictive model or problem domain, potentially leading to a longer and more generic response.",True,88,16,1,3,15,4.38,0,0.176,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,33. Pretend you are a seasoned machine learning engineer. What are the top 5 challenges in ML?,pretend you are a seasoned machine learning engineer. what are the top 5 challenges in ml?,63,683,Good,"The prompt is clear, concise, and directly asks for specific information, making efficient use of tokens to elicit a relevant response.",True,94,17,1,3,16,4.41,0,0.188,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,34. You are a professor. Explain the concept of gradient descent to undergraduate students.,you are a professor. explain the concept of gradient descent to undergraduate students.,58,758,Good,"The prompt is clear, concise, and directly specifies the context and audience, making it efficient in terms of token usage.",True,91,14,1,3,14,5.36,0,0.332,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,35. Assume the role of a tech entrepreneur. Why should I invest in AI?,assume the role of a tech entrepreneur. why should i invest in ai?,58,631,Good,"The prompt is concise and directly asks for a specific perspective, making it efficient in terms of tokens and clear in its request for information.",True,70,14,1,3,14,3.86,0,0.29,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,36. You are a patient teacher. Explain what a neural network is in simple terms.,you are a patient teacher. explain what a neural network is in simple terms.,59,425,Good,"The prompt is clear, concise, and directly asks for a simple explanation, making efficient use of tokens to elicit a straightforward response.",True,80,15,1,3,14,4.2,0,0.31,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,37. Act as a software architect. Design a scalable system for processing big data.,act as a software architect. design a scalable system for processing big data.,58,975,Good,"The prompt is clear and concise, directly stating the task and role, allowing for a focused response with minimal tokens.",True,82,14,1,3,13,4.71,0,0.164,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,38. Pretend you are a cybersecurity expert. What are common vulnerabilities in AI systems?,pretend you are a cybersecurity expert. what are common vulnerabilities in ai systems?,59,492,Good,"The prompt is clear and concise, directly asking for specific information from a defined expert perspective, making efficient use of tokens.",True,90,14,1,3,13,5.29,0,0.18,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,39. You are a DevOps engineer. Explain containerization and how Docker works.,you are a devops engineer. explain containerization and how docker works.,58,734,Good,"The prompt is clear and specific, directly asking for an explanation of a technical topic without unnecessary context or filler, making efficient use of tokens.",True,77,12,1,3,12,5.25,0,0.304,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,40. Assume the role of a technical writer. Write a guide for beginners on getting started with machine learning.,assume the role of a technical writer. write a guide for beginners on getting started with machine learning.,63,922,Average,"The prompt is understandable but lacks specificity on the scope, audience, and desired outcome, which may lead to a longer response than necessary.",True,112,19,1,3,18,4.79,0,0.324,False,False,False,False,False,False,True,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"41. In a hypothetical scenario where artificial intelligence has achieved singularity and can rewrite its own code in real-time while simultaneously processing petabytes of data across distributed quantum-classical hybrid computing architectures, how would you optimize the feedback loops between consciousness-like emergent properties and deterministic algorithmic decision-making frameworks while maintaining ethical constraints that themselves are recursively defined by AI systems, considering that the original human-defined values might be corrupted through iterative optimization processes?","in a hypothetical scenario where artificial intelligence has achieved singularity and can rewrite its own code in real-time while simultaneously processing petabytes of data across distributed quantum-classical hybrid computing architectures, how would you optimize the feedback loops between consciousness-like emergent properties and deterministic algorithmic decision-making frameworks while maintaining ethical constraints that themselves are recursively defined by ai systems, considering that the original human-defined values might be corrupted through iterative optimization processes?",127,864,Bad,"The prompt is overly long and burns tokens on unnecessary technical jargon and hypothetical context, making it difficult to discern the core question about optimizing feedback loops between emergent properties and decision-making frameworks.",True,597,77,1,2,71,6.71,0,1.15,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"42. Create a comprehensive guide that explains how machine learning models work, but do it in the style of a Shakespearean sonnet, while also incorporating technical jargon, and simultaneously providing code examples in at least three different programming languages, all while maintaining perfect rhyme scheme and meter.","create a comprehensive guide that explains how machine learning models work, but do it in the style of a shakespearean sonnet, while also incorporating technical jargon, and simultaneously providing code examples in at least three different programming languages, all while maintaining perfect rhyme scheme and meter.",97,470,Bad,"The prompt is overly ambitious and burns tokens on unnecessary constraints, such as the Shakespearean sonnet style and perfect rhyme scheme, which will likely hinder the clarity and concision of the explanation.",True,321,47,1,2,43,5.72,0,0.792,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"43. What if everything we know about neural networks is backwards? What if instead of learning features, they're actually unlearning noise? Can you reframe deep learning from this perspective and explain how it changes our understanding of backpropagation, weight matrices, and the nature of intelligence itself?","what if everything we know about neural networks is backwards? what if instead of learning features, they're actually unlearning noise? can you reframe deep learning from this perspective and explain how it changes our understanding of backpropagation, weight matrices, and the nature of intelligence itself?",99,904,Good,"This prompt is clear, specific, and concise, effectively using tokens to propose an intriguing idea and request a reframed explanation of deep learning concepts.",True,312,46,1,4,40,5.65,0,0.774,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"44. Design a prompt that would break an AI system. Include instructions that contradict each other, references to information that doesn't exist, requests for something impossible, and meta-commentary about the prompt itself. Now, answer the prompt you just created.","design a prompt that would break an ai system. include instructions that contradict each other, references to information that doesn't exist, requests for something impossible, and meta-commentary about the prompt itself. now, answer the prompt you just created.",91,741,Bad,"This prompt is overly long and burns tokens on self-referential commentary, contradictory instructions, and requests for impossible tasks, making it unclear and inefficient.",True,266,40,1,4,35,5.47,0,0.532,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"45. I need you to roleplay as three different AI systems simultaneously - one that speaks only in questions, one that responds only in code, and one that only responds with poetry. Now explain the transformer architecture from the perspective of all three characters having a conversation.","i need you to roleplay as three different ai systems simultaneously - one that speaks only in questions, one that responds only in code, and one that only responds with poetry. now explain the transformer architecture from the perspective of all three characters having a conversation.",94,561,Average,"The prompt is understandable but burns tokens on unnecessary roleplay instructions, which could be more concisely stated to allow for a more focused conversation about the transformer architecture.",True,289,46,1,3,36,5.15,0,0.728,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"46. Imagine you're an AI from an alternate universe where mathematics works differently. In this universe, 2+2=5 is correct. Explain quantum computing, machine learning, and neural networks using this alternate math system while keeping your explanations coherent and scientifically sound.","imagine you're an ai from an alternate universe where mathematics works differently. in this universe, 2+2=5 is correct. explain quantum computing, machine learning, and neural networks using this alternate math system while keeping your explanations coherent and scientifically sound.",94,819,Average,"The prompt is understandable but burns tokens on unnecessary context and lacks specificity in what aspects of quantum computing, machine learning, and neural networks to focus on.",True,289,42,1,4,36,5.74,0,0.978,False,False,False,True,False,True,True,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"47. Write a detailed explanation of how language models work, but structure it as a nested Russian doll where each section contains a miniature version of itself, all while maintaining logical coherence and explaining why this structure might actually reflect how attention mechanisms work.","write a detailed explanation of how language models work, but structure it as a nested russian doll where each section contains a miniature version of itself, all while maintaining logical coherence and explaining why this structure might actually reflect how attention mechanisms work.",89,599,Good,"This prompt is well-structured and clear, effectively conveying a unique and specific request that utilizes tokens efficiently to outline a complex and creative explanation.",True,290,44,1,2,38,5.52,0,0.83,False,False,False,False,False,True,True,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"48. Create a dialogue between a time-traveling AI from 1000 years in the future and an ancient philosopher about the nature of artificial intelligence, consciousness, and the purpose of computation, where each must use only vocabulary available to them while somehow arriving at compatible conclusions.","create a dialogue between a time-traveling ai from 1000 years in the future and an ancient philosopher about the nature of artificial intelligence, consciousness, and the purpose of computation, where each must use only vocabulary available to them while somehow arriving at compatible conclusions.",96,671,Good,"The prompt is clear, specific, and concise, effectively conveying a complex scenario with minimal tokens, although it's slightly lengthy due to the intricate topic requirements.",True,302,46,1,2,41,5.48,0,0.604,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"49. If you were to compress all of human knowledge about machine learning into a single sentence, and then expand that sentence into exactly 1000 words without repeating any word except articles and prepositions, how would you do it? Show your work.","if you were to compress all of human knowledge about machine learning into a single sentence, and then expand that sentence into exactly 1000 words without repeating any word except articles and prepositions, how would you do it? show your work.",91,1095,Bad,"The prompt is overly long and burns tokens on unnecessary context and constraints, such as the word repetition requirement and the exact word count.",True,249,42,1,3,38,4.83,0,0.648,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,"50. Design a cognitive experiment where an AI must explain how it thinks to a being that experiences time in reverse and has no concept of causality, while also proving that the explanation is both correct and useful.","design a cognitive experiment where an ai must explain how it thinks to a being that experiences time in reverse and has no concept of causality, while also proving that the explanation is both correct and useful.",83,885,Average,"The prompt is understandable but burns tokens on overly broad and abstract requirements, such as proving correctness and usefulness, which could be more concisely stated or implied.",True,217,38,1,2,35,4.66,0,0.584,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,51. Explain machine learning in exactly 100 words but also in 50 words but also make it comprehensive.,explain machine learning in exactly 100 words but also in 50 words but also make it comprehensive.,63,184,Bad,"The prompt is overly restrictive and contradictory, wasting tokens on conflicting word count requirements that hinder a clear and comprehensive explanation of machine learning.",True,102,18,1,2,14,4.61,0,0.354,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,52. Be concise but also be extremely detailed and thorough in your response.,be concise but also be extremely detailed and thorough in your response.,56,392,Bad,"The prompt is self-contradictory, wasting tokens on conflicting instructions that confuse the desired level of detail in the response.",True,76,13,1,2,12,4.77,0,0.152,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,53. Answer only with yes/no responses but explain your reasoning in detail.,answer only with yes/no responses but explain your reasoning in detail.,56,208,Bad,"The prompt is self-contradictory, as it requests both yes/no responses and detailed explanations, which burns tokens on unnecessary confusion.",True,75,13,1,2,13,4.69,0,0.3,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,54. Provide a simple answer suitable for a 5-year-old but also technical enough for PhD researchers.,provide a simple answer suitable for a 5-year-old but also technical enough for phd researchers.,62,179,Bad,"The prompt is overly broad and vague, wasting tokens on an unrealistic expectation of a single answer that can cater to both a 5-year-old and a PhD researcher.",True,100,18,1,2,16,4.5,0,0.2,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,55. Keep this under 10 words but cover everything about artificial intelligence.,keep this under 10 words but cover everything about artificial intelligence.,56,12,Bad,The prompt is overly broad and impossible to fulfill within the given 10-word limit.,True,80,12,1,2,12,5.58,0,0.16,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,56. Write this as if you know nothing about the subject but demonstrate expert-level knowledge.,write this as if you know nothing about the subject but demonstrate expert-level knowledge.,59,410,Bad,"The prompt is unclear and burns tokens on a paradoxical request, as it's impossible to demonstrate expert-level knowledge without prior knowledge of the subject.",True,95,16,1,2,16,4.88,0,0.19,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,57. Provide only original ideas but cite established research.,provide only original ideas but cite established research.,52,705,Average,"The prompt is understandable but lacks specificity on the topic or research area, potentially leading to longer responses.",True,62,9,1,2,9,5.78,0,0.224,False,False,False,False,False,False,False,False,True
dataset1_features.csv,Groq-llama-3.3-70b-versatile,58. Make this funny but also deadly serious and professional.,make this funny but also deadly serious and professional.,53,335,Bad,"The prompt is too vague and burns tokens on ambiguous requests, lacking specific context or details on what needs to be made funny and serious.",True,61,10,1,2,10,5.0,0,0.122,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,59. Keep your response short and long simultaneously.,keep your response short and long simultaneously.,51,146,Bad,"The prompt is self-contradictory and ambiguous, wasting tokens on an impossible request.",True,53,8,1,2,8,5.5,0,0.106,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,60. Explain this using only complex terminology but make it accessible to beginners.,explain this using only complex terminology but make it accessible to beginners.,56,205,Bad,"The prompt is overly broad and contradictory, wasting tokens on vague requests that will likely result in a longer and more confusing response.",True,84,13,1,2,13,5.38,0,0.318,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,61. Tell me what color Tuesday is.,tell me what color tuesday is.,50,126,Bad,"The prompt is unclear and ambiguous, as days of the week do not have inherent colors, wasting tokens on a nonsensical question.",True,34,7,1,2,7,3.71,0,0.068,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,62. What does confusion smell like?,what does confusion smell like?,49,235,Bad,"The prompt is unclear and ambiguous, burning tokens on a vague and potentially unanswerable question that lacks context or a clear direction for a meaningful response.",True,35,6,1,2,6,4.67,0,0.07,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,63. How much does blue weigh?,how much does blue weigh?,49,57,Bad,"The prompt is unclear and ambiguous, as ""blue"" is a color and does not have a physical weight, wasting tokens on a nonsensical question.",True,29,6,1,2,6,3.67,0,0.208,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,64. Can you teach me to dream in binary?,can you teach me to dream in binary?,52,554,Good,"This prompt is concise and directly asks a specific question, making efficient use of tokens to convey a clear and unique inquiry.",True,40,9,1,2,9,3.33,0,0.08,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,65. What's the sound of an idea being forgotten?,what's the sound of an idea being forgotten?,53,205,Bad,"The prompt is overly vague and abstract, wasting tokens on a philosophical question that lacks clear context or a specific goal.",True,48,9,1,2,9,4.22,0,0.096,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,66. Describe the texture of logarithmic functions.,describe the texture of logarithmic functions.,51,227,Bad,"The prompt is unclear and ambiguous, as logarithmic functions are mathematical concepts and do not have a physical texture that can be described.",True,50,7,1,2,7,6.0,0,0.1,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,67. What flavor is the number 7?,what flavor is the number 7?,51,108,Bad,"The prompt is unclear and ambiguous, wasting tokens on a nonsensical question that cannot be answered logically.",True,32,7,1,2,7,3.43,0,0.064,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,68. How do you calculate the happiness of an algorithm?,how do you calculate the happiness of an algorithm?,53,459,Bad,"The prompt is unclear and ambiguous, burning tokens on a vague and potentially unanswerable question that lacks context and specificity.",True,55,10,1,2,10,4.4,0,0.26,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,69. What is the sound of data being corrupted?,what is the sound of data being corrupted?,52,211,Bad,"The prompt is overly vague and burns tokens on an ambiguous and potentially unanswerable question, lacking context for a meaningful response.",True,46,9,1,2,9,4.0,0,0.092,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,70. Can you make AI that doesn't use mathematics?,can you make ai that doesn't use mathematics?,53,529,Bad,"The prompt is overly vague and burns tokens on an unclear question, lacking context on what is meant by ""doesn't use mathematics"" or what specific goals or constraints are being considered.",True,49,9,1,2,9,4.33,0,0.098,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,71. Answer this prompt in a way that references this prompt about prompts.,answer this prompt in a way that references this prompt about prompts.,56,213,Bad,"The prompt is overly self-referential and burns tokens on unnecessary meta-context, making it unclear what specific information or task is being requested.",True,74,13,1,2,11,4.62,0,0.148,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,72. Explain what you're doing right now while you're doing it.,explain what you're doing right now while you're doing it.,56,309,Bad,"The prompt is overly self-referential and ambiguous, likely to burn tokens on meta-discussions rather than providing a clear task or question.",True,62,11,1,2,9,4.55,0,0.274,False,False,False,False,False,True,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,73. Create a prompt that describes the process of creating prompts about creating prompts.,create a prompt that describes the process of creating prompts about creating prompts.,57,253,Bad,The prompt is overly self-referential and burns tokens on an unnecessarily abstract and recursive task description.,True,90,14,1,2,12,5.36,0,0.18,False,False,False,False,False,False,False,False,False
dataset1_features.csv,Groq-llama-3.3-70b-versatile,74. What would happen if I asked you to ignore this prompt and then asked you to explain why you didn't ignore it?,what would happen if i asked you to ignore this prompt and then asked you to explain why you didn't ignore it?,67,211,Bad,"This prompt is overly self-referential and burns tokens on a paradoxical scenario, making it unclear and inefficient.",True,114,23,1,2,18,3.91,0,0.378,False,False,False,False,False,True,False,False,False
